column_0_cat,column_1_int,column_2_float,column_3_int,column_4_float,column_5_float,column_6_int,column_7_cat,column_8_cat,column_9_date
Ahmed,6,12.665273541023303,3,60.287419872192714,94.75638677411999,3,deer,Lisbon,2020-04-12
Susan,8,35.43215093453356,5,62.5728642945168,50.3954022550848,8,fish,Lisbon,2020-09-22
Susan,8,34.72930046869989,5,26.050397029271544,3.4724606708491645,9,fish,Moscow,2020-10-16
Mary,6,40.57018241127199,2,91.95054220919874,92.92511204177256,5,turkey,Tokyo,2020-10-08
William,9,54.35405491213098,3,63.17702360757903,47.64631830659209,0,crab,Lisbon,2020-01-17
Mary,0,28.142076807461237,5,25.136009568296668,84.68419856031468,2,crab,Madrid,2020-01-28
Mary,4,33.57408295937759,2,52.84527061950528,48.53256684465037,3,deer,Nairobi,2020-04-16
Susan,5,29.794989517000058,9,28.976788261231455,24.743597150791995,4,crab,Lisbon,2020-05-14
Elizabeth,5,69.59551996636034,8,11.838372018488585,97.34700013414678,4,turkey,Moscow,2020-03-13
Mary,7,8.201264456260226,5,91.50808258237487,35.90365594839322,7,fish,Madrid,2020-02-14
Mary,4,10.721065725022228,7,78.3796176759892,53.19484108279684,3,fish,Moscow,2020-12-26
Elizabeth,8,36.87985464470146,1,84.7465021784158,60.24118910319869,7,crab,Madrid,2020-05-01
Ahmed,4,51.643921921356984,3,15.071678647619946,98.53012748454988,0,crab,Madrid,2020-11-11
Ahmed,1,61.9915914384953,1,54.7571043595705,66.8822865871096,7,turkey,Madrid,2020-11-20
Mary,6,80.52246136913229,2,25.585346773215058,16.74170057370593,4,crab,Tokyo,2020-10-11
Elizabeth,4,92.26387610470016,1,28.1475381354798,40.65330169511584,6,crab,Lisbon,2020-11-15
William,2,10.241716919726207,0,59.268472143597414,34.16894214919134,5,pig,Lisbon,2020-02-20
Susan,9,12.646961513929888,8,73.54174418999652,58.71603853400558,6,deer,Nairobi,2020-10-11
William,3,49.68926777064602,8,99.84594346081602,73.90454526218761,8,pig,Moscow,2020-11-28
Susan,6,48.06626804493184,8,55.99754472102455,48.62524909895639,3,fish,Madrid,2020-06-04
Susan,4,42.32414516516424,0,44.17542448451267,16.21477997666344,3,deer,Tokyo,2020-01-23
Elizabeth,9,9.330563624282295,2,82.50184613811939,53.92391038079536,6,pig,Lisbon,2020-02-22
Elizabeth,0,99.56891017620711,0,32.379221239082945,9.629865384046255,0,turkey,Tokyo,2020-03-08
Elizabeth,9,99.30357743858328,9,48.42774631697343,9.959622591383221,3,fish,Moscow,2020-04-08
Elizabeth,2,65.2923724733911,3,81.15337312229175,17.750076056419083,6,turkey,Madrid,2020-11-06
Susan,7,29.32725742014668,3,82.1051769954606,82.2887884324936,8,crab,Moscow,2020-03-20
Elizabeth,6,70.92475242959011,2,98.19826927348365,90.23377393695687,4,deer,Nairobi,2020-05-11
Mary,0,30.703236706738537,1,31.687354267963087,26.78344273602026,1,crab,Lisbon,2020-11-12
Mary,0,75.28591316283462,0,88.24799627533312,2.4009839803525,3,turkey,Moscow,2020-08-18
Ahmed,7,29.33576169717178,2,71.18140875837427,73.11279383630801,2,pig,Madrid,2020-04-20
Susan,8,29.24936599499913,4,55.505162103716074,7.465486687338785,7,deer,Moscow,2020-06-11
William,5,73.77974854085818,1,72.50843075623997,28.031157427514884,3,turkey,Madrid,2020-06-01
Elizabeth,2,87.82323165215928,1,39.32548991358797,29.627546010655404,1,pig,Moscow,2020-01-10
Susan,9,27.119553068812095,8,43.11301103745888,61.50566919497321,5,fish,Lisbon,2020-08-13
Susan,7,12.288937608580508,2,27.762995769515776,58.905193532469426,9,pig,Madrid,2020-01-17
Susan,6,26.612756675016126,8,4.922095841237151,62.97886533722067,9,turkey,Moscow,2020-10-18
Susan,8,78.64228611154937,2,67.65368415224127,66.60515576523521,5,turkey,Nairobi,2020-05-05
Susan,7,68.1451339771982,0,86.19277598323094,79.67187331718664,2,pig,Moscow,2020-10-27
William,3,51.67170794680188,6,42.2194082292292,38.09708213118731,0,deer,Lisbon,2020-10-25
Elizabeth,2,1.2790671811518606,3,67.91140348583771,29.857151251049885,0,pig,Tokyo,2020-04-07
Elizabeth,7,13.214414888006798,3,20.16632532643394,76.08740432659515,2,turkey,Tokyo,2020-05-19
Ahmed,6,71.42607846659928,9,97.15704434741282,92.31036389955104,5,deer,Madrid,2020-10-01
Susan,4,32.22730041436015,9,80.19929172243603,44.31836549722742,5,pig,Madrid,2020-01-02
Ahmed,4,94.54720215307626,1,26.5246542482236,57.46045323654842,8,pig,Nairobi,2020-12-18
Susan,9,98.63976031702094,2,66.70960293677618,97.51130787068546,8,turkey,Tokyo,2020-02-15
Elizabeth,1,48.35224203677602,9,78.73783464012928,67.39310172988328,4,turkey,Madrid,2020-03-22
Ahmed,6,38.396024785311766,7,3.3526286017163787,4.637427484633882,8,fish,Nairobi,2020-08-05
Ahmed,5,34.67099618001181,1,84.19690365383462,42.68958496241634,8,turkey,Moscow,2020-06-05
William,0,16.94267065414006,8,38.8419725727968,73.9822233173407,5,deer,Tokyo,2020-01-03
William,7,94.95105272196353,3,59.77397713921779,72.61035665803094,2,fish,Moscow,2020-01-28
Mary,9,46.258706310569494,3,22.513522950756837,43.574795388388665,1,deer,Moscow,2020-11-10
Ahmed,4,19.846445257118873,4,29.803111401679562,43.00008058586271,0,turkey,Nairobi,2020-06-01
Susan,6,1.7678168238906777,2,99.71947517806538,85.640023774105,9,turkey,Tokyo,2020-03-11
William,1,98.59375450813066,4,23.40877237097656,1.2913491229569418,2,turkey,Lisbon,2020-06-05
Susan,6,9.026030649574135,6,12.467954964291428,9.334697669496716,8,pig,Moscow,2020-03-06
Elizabeth,6,62.65015967601275,8,60.07311094254403,69.87918333720835,4,crab,Moscow,2020-10-29
William,3,91.02450728666416,6,52.763723433703525,68.97534207697807,6,pig,Nairobi,2020-03-12
Mary,1,11.11037167847806,6,24.279914553965163,8.774607373797249,6,crab,Nairobi,2020-10-02
Susan,7,81.67010052431974,9,90.35495467143724,39.605807521618644,6,turkey,Moscow,2020-11-17
Ahmed,9,56.971107602004366,8,38.39320663754413,85.7496389670519,9,fish,Madrid,2020-04-21
Susan,6,49.179134706037765,0,82.2310935671594,96.20030490054553,0,crab,Nairobi,2020-12-14
Ahmed,2,66.61104332245912,3,25.864462695754476,69.16928159001631,3,fish,Tokyo,2020-09-02
Ahmed,9,9.351850683364393,3,44.84862679209505,41.512511699791965,0,turkey,Tokyo,2020-11-26
Mary,0,32.52263305481357,2,26.722527791848783,41.95194898322702,9,pig,Madrid,2020-05-04
Susan,0,66.83935767117174,4,4.727724174556414,56.733983477965786,0,crab,Moscow,2020-02-20
Ahmed,4,48.08798323725662,1,61.499955555502375,62.35272913241631,9,crab,Madrid,2020-11-10
Elizabeth,1,44.92171825358696,5,35.10933199127004,47.21718679916006,5,deer,Tokyo,2020-09-06
Mary,6,58.43646008225494,0,6.7757818484409205,81.6887101859526,8,turkey,Nairobi,2020-12-22
Susan,2,2.6320001942694016,7,72.49340933444024,6.865806744626357,6,crab,Lisbon,2020-07-02
Mary,6,41.32383414581117,0,46.05031153582107,5.095466176898489,0,turkey,Moscow,2020-11-23
Elizabeth,0,69.33748947449452,2,83.87341052646467,95.07138364803562,5,pig,Moscow,2020-12-27
Elizabeth,8,92.39004555373586,8,10.058426863947945,56.883539334746594,5,fish,Lisbon,2020-12-23
Mary,8,18.57373306294885,6,88.94570017321224,9.600054908276178,5,crab,Nairobi,2020-08-09
Elizabeth,5,75.94069123998086,4,75.75564770442068,3.6265726129684372,9,turkey,Lisbon,2020-10-22
William,3,47.06372266319975,6,75.18224150378795,42.32704495935374,3,fish,Nairobi,2020-11-24
William,2,35.04034984151089,5,7.40193085285944,24.66405523282993,4,deer,Lisbon,2020-02-28
Susan,3,8.147916519291421,2,73.45688439746976,11.985634031874447,4,fish,Tokyo,2020-08-18
Susan,1,7.27277119336337,3,2.8078114835713985,42.1593955891932,1,deer,Tokyo,2020-04-16
Susan,9,8.68593434886138,4,28.643153000727228,82.65387390811232,1,deer,Nairobi,2020-04-04
Elizabeth,1,36.06069976712322,1,41.829783842341264,13.732227813615639,5,fish,Tokyo,2020-04-12
Mary,7,60.542275745809945,9,86.20122090725437,1.574789206671201,6,fish,Moscow,2020-01-28
Ahmed,5,38.968464000777324,2,38.05450394567404,3.2896781062065283,1,deer,Madrid,2020-05-04
Elizabeth,5,45.93837859620093,1,44.34286022512737,69.3094023800859,5,deer,Moscow,2020-04-15
William,7,53.1917304702281,1,92.31071464366784,66.36471274038425,7,crab,Tokyo,2020-01-17
Ahmed,2,5.485736356185167,2,93.42700958372788,36.95394392460789,6,turkey,Moscow,2020-01-08
Elizabeth,1,62.110279541455014,8,44.62594019482543,61.49271120996824,0,deer,Lisbon,2020-02-01
Elizabeth,8,25.028730105290176,0,55.08249944899802,32.24779287874602,1,fish,Nairobi,2020-10-25
Mary,2,27.507462548537752,7,77.9077465136008,36.1035886651661,0,crab,Madrid,2020-04-30
Elizabeth,4,94.6951476912055,8,67.41848762794301,26.395075731429053,7,crab,Lisbon,2020-05-02
Ahmed,4,10.3630897321768,3,79.0854960954476,52.07600823979188,4,pig,Nairobi,2020-09-23
William,6,37.50912178900092,6,90.4165287446474,8.05926346749497,5,deer,Tokyo,2020-09-17
Ahmed,1,64.5965606097244,9,1.0060862015034089,41.83832604623039,9,crab,Lisbon,2020-06-13
Ahmed,9,88.77726374255882,2,9.779178266347355,21.09434691555706,7,deer,Lisbon,2020-12-02
Mary,4,62.892480133707885,9,48.82829658023902,64.32936245531083,3,turkey,Moscow,2020-06-06
Mary,0,91.05249110180644,5,80.98784182478002,78.6496517219958,0,pig,Tokyo,2020-12-09
William,4,44.75396364203813,0,73.58189492762615,98.94294906529342,2,pig,Nairobi,2020-02-12
Mary,6,17.59480177946584,7,9.042711667167113,98.43624681011967,8,turkey,Madrid,2020-01-28
Elizabeth,4,4.00327121532702,8,8.617563092791192,87.5969565389295,6,turkey,Tokyo,2020-12-29
Ahmed,4,41.44664998019177,7,4.0091767080507985,73.10545840613204,4,pig,Madrid,2020-11-29
William,2,51.768925746150195,6,78.98013995820644,51.431255819018084,2,turkey,Moscow,2020-07-12
Elizabeth,4,13.20925313969582,8,35.38883409769079,1.478439915643992,2,pig,Madrid,2020-09-13
Elizabeth,2,53.87667021086311,9,61.02847538865003,66.84800890722207,1,turkey,Nairobi,2020-12-18
Mary,1,36.46089373999403,1,26.647304820280592,46.02806062576996,5,pig,Madrid,2020-11-01
Susan,4,19.679620054822454,6,66.86735113288874,57.545385857575994,8,crab,Moscow,2020-07-31
Elizabeth,4,30.012071692778342,4,49.54488121984873,35.86653604884263,4,pig,Lisbon,2020-01-02
Mary,3,52.46721362392467,3,47.31592320850674,22.897973829925334,3,fish,Tokyo,2020-01-10
Elizabeth,2,28.301016022869184,3,87.36046300086674,81.70477441785398,8,crab,Tokyo,2020-04-25
Ahmed,7,56.17683470942411,3,48.18817469532494,57.44375401000211,6,crab,Nairobi,2020-11-20
Susan,5,42.37089872778059,4,86.15434724908121,87.34799691545895,3,turkey,Nairobi,2020-09-27
Susan,0,95.97930796677639,1,40.639770527313615,2.566679964994756,1,deer,Moscow,2020-12-25
William,9,44.39642498169325,3,11.659764677929019,18.979236666402986,3,turkey,Lisbon,2020-09-06
Ahmed,6,35.291528805672925,3,64.77552477381256,51.754627561702705,3,deer,Moscow,2020-11-05
Elizabeth,8,50.61291844933222,4,98.73716234014971,84.01533335157725,7,turkey,Lisbon,2020-10-12
Ahmed,1,49.37514150686061,9,14.456425219056513,89.39490556345199,9,deer,Moscow,2020-11-16
Susan,3,85.26871261111853,7,53.47550544060103,43.999841234122286,8,pig,Moscow,2020-01-07
William,4,5.613104181714867,5,71.90527926178586,8.13833304064776,7,turkey,Madrid,2020-11-11
William,4,35.73092410830879,8,42.39420963355733,37.288799509034895,5,crab,Moscow,2020-05-22
Susan,9,44.692411304906855,2,5.353628866652526,39.87035821540245,4,turkey,Madrid,2020-01-21
Susan,1,49.70349859629225,5,75.98264762983884,14.401829731094761,2,deer,Moscow,2020-07-30
Mary,6,35.98240393884207,0,71.70624196563189,76.81320124275662,9,turkey,Tokyo,2020-05-17
Ahmed,9,63.75604025007189,9,34.7200863870526,73.48637100710539,2,fish,Madrid,2020-07-26
Susan,7,43.95476577515232,0,0.03130724504233351,67.93929268337203,7,pig,Nairobi,2020-05-10
Mary,2,47.18647408518771,6,31.013539196132513,95.63007019263719,8,pig,Lisbon,2020-04-26
Ahmed,0,79.9059669699103,4,77.87652374917457,67.19378492977064,6,crab,Madrid,2020-07-08
Ahmed,0,36.77573689001581,3,44.49192683263833,81.77666517715596,7,turkey,Lisbon,2020-05-28
Susan,2,47.90705288637995,0,55.29795736458751,23.678034043615625,4,crab,Nairobi,2020-03-10
Susan,1,70.57301131745655,7,53.21527228408015,74.09048752939805,5,crab,Nairobi,2020-03-22
Elizabeth,5,81.22025116131582,1,23.279873102649205,35.61088483439643,1,turkey,Moscow,2020-05-25
William,5,30.22615850476886,5,90.04554589419786,35.770364508691934,7,fish,Nairobi,2020-02-12
Susan,7,58.060796795070566,6,18.31612884996019,3.305752084917002,9,deer,Tokyo,2020-10-19
Elizabeth,5,75.23194213793347,3,50.209325078080965,42.59689167269434,6,turkey,Tokyo,2020-06-20
Elizabeth,6,93.72772723176111,2,17.084860218365282,85.20709933784246,7,turkey,Tokyo,2020-11-27
William,6,41.79816483187777,0,66.75628394790482,93.6511136024729,5,turkey,Nairobi,2020-09-20
Mary,6,6.6451061362775015,7,74.41377404026454,33.35102903264943,5,pig,Nairobi,2020-05-15
Ahmed,3,76.40500203613472,8,30.26867061863163,81.89663201374802,7,pig,Madrid,2020-05-25
Ahmed,3,15.5647672619589,1,13.119242047620428,26.195533970499895,7,fish,Tokyo,2020-02-14
William,2,87.42309667472362,0,60.460478392477825,39.92021949878459,8,turkey,Nairobi,2020-12-18
William,1,44.205681288355606,1,60.952037599035236,65.5080874145441,5,crab,Madrid,2020-10-27
Mary,3,69.89668903274674,9,57.42501454290911,99.86960348610334,3,crab,Nairobi,2020-03-29
Mary,6,81.5445037580065,4,94.6177627425602,48.03472975685177,0,fish,Tokyo,2020-01-11
Mary,1,28.130631115627047,2,46.613435744252484,84.95569944522981,7,pig,Nairobi,2020-06-12
Elizabeth,8,2.1469044050512642,0,49.4420656946017,8.257065515348327,2,pig,Tokyo,2020-12-13
Elizabeth,9,30.882698790622285,5,84.78095624009136,70.16648506871783,5,fish,Tokyo,2020-10-04
Susan,5,63.95531086240291,6,14.566527792621919,79.41124444674736,7,pig,Nairobi,2020-09-16
Ahmed,1,34.03894190521059,3,68.53063835979742,3.401011287523592,0,pig,Tokyo,2020-08-03
William,5,9.79016198708955,3,3.619500626271388,53.682598466809004,4,fish,Tokyo,2020-01-23
Ahmed,4,96.9010898888771,0,21.78672319159205,83.85388652449764,0,turkey,Nairobi,2020-04-05
William,7,57.45287372257588,5,77.15132262887212,50.343479381917334,4,pig,Madrid,2020-09-14
Mary,7,58.14510954951996,3,95.29558242618215,51.05403720568812,0,pig,Tokyo,2020-01-01
Ahmed,2,59.11508283150672,9,87.67923017764087,7.393877166653917,7,pig,Tokyo,2020-03-06
William,9,53.25557216346558,5,85.32928935038676,92.32160715234178,9,fish,Tokyo,2020-07-04
William,2,41.638290590581576,5,77.75542287125447,12.674297258438372,4,deer,Nairobi,2020-05-10
Ahmed,7,46.666971355247874,6,25.38540390369526,23.97219217769799,7,deer,Nairobi,2020-09-12
Ahmed,9,93.85950614493741,9,20.278443485818176,37.17044047786957,0,deer,Lisbon,2020-10-28
Mary,3,92.61994929460711,3,34.07645328801821,39.1289867104623,4,turkey,Nairobi,2020-09-17
Susan,9,47.552733716122454,1,29.43205461131454,95.42901018965887,8,fish,Tokyo,2020-12-28
Mary,6,34.747615992527905,6,62.9538042505672,56.098895736589846,7,crab,Madrid,2020-08-12
Ahmed,9,3.161874640075679,3,40.15893407664459,32.9197139984254,1,pig,Tokyo,2020-02-28
William,4,45.884680760110655,7,27.518269771658588,83.98472672986362,3,pig,Nairobi,2020-11-13
Susan,1,46.09375128685915,3,40.951688489529545,18.75801555417539,6,pig,Nairobi,2020-08-31
William,1,74.77832018933644,2,39.92809521039239,17.34948264923073,3,crab,Moscow,2020-06-22
Ahmed,3,1.2162921967915907,0,41.03231097902239,69.12863816788598,9,pig,Moscow,2020-10-07
Ahmed,6,35.19791033852802,4,8.351924018422618,35.94287335623879,3,crab,Lisbon,2020-08-02
Susan,7,49.99321551650111,7,53.655657170606034,87.45231641197486,4,pig,Madrid,2020-11-11
Elizabeth,0,77.01509335310597,2,25.648597627486446,43.36624563054276,7,crab,Moscow,2020-07-26
Ahmed,7,89.2291245197458,9,70.68317656971986,85.05934371792327,3,deer,Nairobi,2020-06-24
Susan,9,70.97288287600148,9,67.72349799571178,19.70229910782916,6,turkey,Madrid,2020-09-26
Mary,1,72.62001619762425,8,60.41003494982918,28.274515398966926,4,fish,Madrid,2020-04-16
Mary,9,20.96976767481764,2,35.4677707471498,84.03355468834532,7,turkey,Tokyo,2020-02-22
William,4,98.81240176447793,7,51.84787961464663,51.604881778571375,3,turkey,Tokyo,2020-10-17
Ahmed,9,66.84056939061033,8,93.903106484089,47.057303350544835,1,deer,Moscow,2020-08-19
William,3,57.07825597885168,2,59.93931521412512,23.636907285566842,2,fish,Tokyo,2020-05-18
Elizabeth,1,20.15467330044466,5,17.275447930798027,51.18420460735518,6,deer,Madrid,2020-11-04
William,9,53.693065300569664,6,54.23005001172467,58.17443597649117,9,fish,Madrid,2020-12-09
Ahmed,2,20.30042179521011,4,29.293598398838494,96.2744579960648,0,pig,Moscow,2020-01-05
Ahmed,1,35.50740052666539,2,44.66038827202864,97.50295221205964,4,pig,Madrid,2020-12-09
Susan,6,76.50557223104684,8,48.83865055339128,93.2935967129342,9,fish,Madrid,2020-10-18
Ahmed,0,11.386404675903117,5,78.9676915626519,83.41031564767356,2,fish,Madrid,2020-01-16
Ahmed,4,27.757160334232733,1,30.648064676455522,12.78030210036939,1,deer,Madrid,2020-11-12
Elizabeth,6,57.692555976771686,4,20.075794511799884,2.149284381736294,9,fish,Nairobi,2020-11-24
Mary,2,66.98918506489125,5,57.129923005093694,79.13859039326681,0,pig,Tokyo,2020-10-22
Mary,7,90.86781439529705,9,75.16588602195708,33.76736466604765,0,pig,Lisbon,2020-08-19
Mary,2,23.87071332416104,3,72.84220544019895,40.070484707486386,0,crab,Tokyo,2020-09-25
Ahmed,6,63.50810754926478,3,47.517955387068376,98.24820791073613,7,fish,Moscow,2020-04-24
Mary,4,37.86580443670109,1,34.290372326677776,41.90913748344812,5,deer,Tokyo,2020-02-15
Elizabeth,8,21.480791529470523,2,2.2577171942456786,51.11325391224383,3,turkey,Nairobi,2020-08-18
Elizabeth,5,48.742791459243705,5,34.826028970273114,45.56171710509093,8,fish,Nairobi,2020-05-09
William,6,58.973036204806526,0,56.754876870366374,55.41134858410511,6,crab,Madrid,2020-09-14
Ahmed,6,77.08994830794317,4,96.97661225299751,5.4662607254975075,1,fish,Nairobi,2020-05-24
Mary,7,29.289031779741293,9,13.450689455458054,62.4086372435053,8,turkey,Nairobi,2020-06-21
Susan,9,90.95074309495784,1,39.500272106234455,98.67411089342434,7,crab,Moscow,2020-08-13
Susan,1,76.0020800910885,9,15.1015647675125,14.826501246565883,0,crab,Madrid,2020-06-09
Susan,9,7.967964815531925,6,65.55832542798727,15.832608458966234,6,crab,Nairobi,2020-04-06
Ahmed,8,81.51761359137788,5,21.390471643081675,68.09068635006915,8,deer,Madrid,2020-08-30
Elizabeth,1,29.109334016982547,2,24.923479686301462,34.75746177478729,2,turkey,Lisbon,2020-01-08
William,7,55.86290995362157,2,94.01992516068819,48.34332233914714,8,turkey,Madrid,2020-03-25
Mary,8,39.260833037907695,2,96.44904744346904,72.12616676245185,0,pig,Tokyo,2020-07-03
William,4,15.96139796814693,3,75.57820484181445,4.426695301032158,2,pig,Lisbon,2020-08-08
William,9,82.18927898676547,2,21.27726203995629,98.67052090163237,6,turkey,Lisbon,2020-08-26
Susan,8,92.05931791731068,5,13.942950763008266,45.522481200228846,3,fish,Tokyo,2020-04-08
William,6,56.758532918897174,8,33.633709637171826,0.6301269786838315,5,deer,Tokyo,2020-02-16
Mary,7,98.53584015131891,7,0.36433297884520544,25.692945029072543,0,fish,Nairobi,2020-01-18
William,9,28.306687294584385,8,84.07962825010891,22.252434055656913,0,turkey,Madrid,2020-02-04
William,1,84.34328942632207,7,69.79949563257819,62.46900608172974,6,deer,Nairobi,2020-05-17
Ahmed,3,31.116683026506575,4,36.296580434001,29.434586727090352,7,turkey,Madrid,2020-03-26
Mary,1,39.30881690612159,3,51.28554232000664,7.963072319490749,6,fish,Moscow,2020-10-22
Elizabeth,0,94.8212700037813,4,47.10859943546606,13.198999159740243,4,pig,Lisbon,2020-01-06
Ahmed,9,90.20338900195726,8,86.70666337058246,40.93033519430064,7,deer,Moscow,2020-08-28
William,1,41.69682849371481,1,29.23430377011521,58.126830122624376,3,turkey,Madrid,2020-09-01
Mary,9,97.99319847564459,9,37.55317697788393,82.93994388169203,3,crab,Madrid,2020-11-11
Elizabeth,7,25.882397098298437,8,62.2976154195781,76.98557575297245,0,crab,Madrid,2020-01-06
Elizabeth,0,31.78343573879612,0,29.008692377814317,17.261179788796543,4,crab,Nairobi,2020-10-03
William,7,98.84862544369723,9,36.01746409419536,57.221092938709084,2,fish,Tokyo,2020-04-13
William,1,10.917628113801092,6,18.7457483941885,22.088510771068325,4,fish,Tokyo,2020-05-30
William,8,13.740168608276704,8,90.01950645281774,21.91338805270909,7,crab,Nairobi,2020-12-18
William,7,4.666603503033673,1,30.80768742084067,10.412731566450894,8,turkey,Lisbon,2020-07-31
Ahmed,1,49.931150802448684,4,98.87705379233176,15.07559741283191,5,crab,Nairobi,2020-04-29
Mary,6,28.133636686329588,5,42.43169711392635,3.362435082209436,6,fish,Moscow,2020-07-16
William,7,75.81955409824596,5,46.19449636801701,62.67772093151772,1,deer,Nairobi,2020-02-05
Mary,8,36.296678735571874,3,65.39101543852418,58.1909025183285,0,turkey,Nairobi,2020-07-20
William,7,83.67895329546207,6,66.65932326575987,69.64186036368724,8,turkey,Madrid,2020-04-10
Mary,0,63.672386575879834,5,27.685288742291082,64.61019147468708,7,fish,Lisbon,2020-05-15
Elizabeth,6,11.77691909045121,9,16.53810825536459,56.69213228771633,8,fish,Madrid,2020-02-15
